Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Price
GPU,,Intel,Iris Pro 580 (Mobile Skylake),239,13.4,776,https://gpu.userbenchmark.com/SpeedTest/132950/IntelR-IrisTM-Pro-Graphics-580,
GPU,,Nvidia,Quadro K1200,240,13.3,4005,https://gpu.userbenchmark.com/SpeedTest/28490/NVIDIA-Quadro-K1200,
GPU,,AMD,HD 5830,241,12.9,2946,https://gpu.userbenchmark.com/SpeedTest/8247/AMD-Radeon-HD-5800,
GPU,,Nvidia,GTX 765M,242,12.9,7023,https://gpu.userbenchmark.com/SpeedTest/7742/NVIDIA-GeForce-GTX-765M,
GPU,,Nvidia,GTX 465,243,12.8,1390,https://gpu.userbenchmark.com/SpeedTest/8000/NVIDIA-GeForce-GTX-465,
GPU,,AMD,RX Vega 8 4000 (iGPU),244,12.7,162082,https://gpu.userbenchmark.com/SpeedTest/1005641/AMD-RadeonTM-Graphics,
GPU,,AMD,Radeon HD 8760,245,12.7,204,https://gpu.userbenchmark.com/SpeedTest/12506/AMD-Radeon-HD-8760,
GPU,,Nvidia,GeForce GTX 580M,246,12.7,434,https://gpu.userbenchmark.com/SpeedTest/7757/NVIDIA-GeForce-GTX-580M,
GPU,,Nvidia,Quadro K4000,247,12.5,11114,https://gpu.userbenchmark.com/SpeedTest/7730/NVIDIA-Quadro-K4000,
GPU,,Nvidia,GTX 675M,248,12.2,994,https://gpu.userbenchmark.com/SpeedTest/8829/NVIDIA-GeForce-GTX-675M,
GPU,,AMD,HD 7770,249,12.1,38053,https://gpu.userbenchmark.com/SpeedTest/7710/AMD-Radeon-HD-7700,
GPU,,Nvidia,GTX 460,250,12.1,31648,https://gpu.userbenchmark.com/Nvidia-GTX-460/Rating/2167,
GPU,,AMD,HD 6850,251,12.1,31600,https://gpu.userbenchmark.com/SpeedTest/7743/AMD-Radeon-HD-6800,
GPU,,Nvidia,GeForce GTX 295 (SLI Disabled),252,11.8,1059,https://gpu.userbenchmark.com/SpeedTest/7987/NVIDIA-GeForce-GTX-295,
GPU,,Nvidia,Quadro K4000M,253,11.7,631,https://gpu.userbenchmark.com/SpeedTest/8941/NVIDIA-Quadro-K4000M,
GPU,,AMD,R7 250X,254,11.6,12863,https://gpu.userbenchmark.com/SpeedTest/8719/AMD-Radeon-R7-200,
GPU,,Nvidia,GTX 670MX,255,11.6,2325,https://gpu.userbenchmark.com/SpeedTest/7874/NVIDIA-GeForce-GTX-670MX,
GPU,,ATI,HD 4890,256,11.5,127,https://gpu.userbenchmark.com/SpeedTest/7789/ATI-Radeon-HD-4800,
GPU,,Nvidia,GeForce GTX 555,257,11.5,717,https://gpu.userbenchmark.com/SpeedTest/10555/NVIDIA-GeForce--GTX-555,
GPU,,ATI,Radeon HD 5700,258,11.4,22,https://gpu.userbenchmark.com/SpeedTest/15646/ATI-Radeon-HD-5700-Series,
GPU,,Nvidia,GeForce GTX 560 SE,259,11.4,1809,https://gpu.userbenchmark.com/SpeedTest/10488/NVIDIA-GeForce-GTX-560-SE,
GPU,,Nvidia,GeForce GTX 485M,260,11.3,63,https://gpu.userbenchmark.com/SpeedTest/10025/NVIDIA-GeForce-GTX-485M,
GPU,,Nvidia,Quadro K3100M,261,10.8,2978,https://gpu.userbenchmark.com/SpeedTest/8639/NVIDIA-Quadro-K3100M,
GPU,,Asus,EAH6770,262,10.8,107,https://gpu.userbenchmark.com/SpeedTest/7880/ASUS-EAH6770,
GPU,,AMD,RX Vega 10 (Ryzen iGPU),263,10.7,570,https://gpu.userbenchmark.com/SpeedTest/432559/AMD-RadeonTM-Vega-10-Mobile-Graphics,
GPU,,AMD,HD 6970M,264,10.7,1595,https://gpu.userbenchmark.com/SpeedTest/8552/AMD-Radeon-HD-6900M,
GPU,,Nvidia,GTX 760M,265,10.7,1775,https://gpu.userbenchmark.com/SpeedTest/9587/NVIDIA-GeForce-GTX-760M,
GPU,,AMD,HD 6790,266,10.7,4043,https://gpu.userbenchmark.com/SpeedTest/8056/AMD-Radeon-HD-6700,
GPU,,Nvidia,Quadro K620,267,10.7,16214,https://gpu.userbenchmark.com/Nvidia-Quadro-K620/Rating/2840,
GPU,,Nvidia,MX150-2,268,10.7,5332,https://gpu.userbenchmark.com/SpeedTest/309890/NVIDIA-GeForce-MX150,
GPU,,AMD,Radeon 540,269,10.5,167,https://gpu.userbenchmark.com/SpeedTest/316090/RadeonTM-540-Graphics,
GPU,,AMD,HD 5770,270,10.4,37602,https://gpu.userbenchmark.com/SpeedTest/7752/AMD-Radeon-HD-5700,
GPU,,Nvidia,GeForce MX230,271,10.4,6801,https://gpu.userbenchmark.com/SpeedTest/746237/NVIDIA-GeForce-MX230,
GPU,,AMD,FirePro M8900,272,10.4,200,https://gpu.userbenchmark.com/SpeedTest/9032/AMD-ATI-FirePro-M8900-FireGL-Mobility-Pro-Graphics,
GPU,,AMD,Radeon HD 6770,273,10.4,16639,https://gpu.userbenchmark.com/SpeedTest/7704/AMD-Radeon-HD-6700,
GPU,,AMD,R9 M370X,274,10.3,1180,https://gpu.userbenchmark.com/SpeedTest/30774/AMD-Radeon-R9-M370X,
GPU,,AMD,FirePro M6000,275,10.2,236,https://gpu.userbenchmark.com/SpeedTest/7770/AMD-ATI-FirePro-M6000-FireGL-V-Mobility-Pro-Graphics,
GPU,,Nvidia,GTX 460 SE,276,10.2,3122,https://gpu.userbenchmark.com/SpeedTest/7703/NVIDIA-GeForce-GTX-460-SE,
GPU,,Nvidia,Quadro 5000,277,10.1,751,https://gpu.userbenchmark.com/SpeedTest/9708/NVIDIA-Quadro-5000,
GPU,,Nvidia,GTX 670M,278,10,2951,https://gpu.userbenchmark.com/SpeedTest/7956/NVIDIA-GeForce-GTX-670M,
GPU,,Intel,Iris Pro HD 6200 (Desktop),279,9.98,1198,https://gpu.userbenchmark.com/SpeedTest/30277/IntelR-IrisTM-Pro-Graphics-6200,
GPU,,AMD,RX Vega 8 (Ryzen iGPU),280,9.92,85536,https://gpu.userbenchmark.com/SpeedTest/441833/AMD-RadeonTM-Vega-8-Graphics,
GPU,,AMD,FirePro M5100 (FireGL V),281,9.91,334,https://gpu.userbenchmark.com/SpeedTest/12267/AMD-FirePro-M5100-FireGL-V,
GPU,,Nvidia,GTX 745 (OEM),282,9.85,26874,https://gpu.userbenchmark.com/Nvidia-GTX-745-OEM/Rating/2638,
GPU,,Nvidia,GeForce GTX 570M,283,9.48,621,https://gpu.userbenchmark.com/SpeedTest/10161/NVIDIA-GeForce-GTX-570M,
GPU,,Nvidia,GeForce GTX 645,284,9.45,4869,https://gpu.userbenchmark.com/SpeedTest/8982/NVIDIA-GeForce-GTX-645,
GPU,,AMD,Radeon HD 7800M,285,9.36,500,https://gpu.userbenchmark.com/SpeedTest/10077/AMD-Radeon-HD-7800M,
GPU,,Nvidia,GeForce GT 755M,286,9.33,3890,https://gpu.userbenchmark.com/SpeedTest/7727/NVIDIA-GeForce-GT-755M,
GPU,,Nvidia,GeForce GTX 285,287,9.29,2842,https://gpu.userbenchmark.com/SpeedTest/7733/NVIDIA-GeForce-GTX-285,
GPU,,ATI,HD 4870,288,9.24,22563,https://gpu.userbenchmark.com/SpeedTest/7788/ATI-Radeon-HD-4800,
GPU,,Intel,Iris Plus G7,289,9.22,52498,https://gpu.userbenchmark.com/SpeedTest/888370/IntelR-IrisR-Plus-Graphics,
GPU,,Nvidia,GeForce GTX 480M,290,9.19,34,https://gpu.userbenchmark.com/SpeedTest/20276/NVIDIA-GeForce-GTX-480M,
GPU,,Intel,Iris 550 (Mobile Skylake),291,9.18,792,https://gpu.userbenchmark.com/SpeedTest/129148/IntelR-IrisTM-Graphics-550,
GPU,,ATI,FirePro V5800 (FireGL V),292,9.15,444,https://gpu.userbenchmark.com/SpeedTest/12336/ATI-FirePro-V5800-FireGL-V,
GPU,,Nvidia,GTX 275,293,9.02,3083,https://gpu.userbenchmark.com/Nvidia-GTX-275/Rating/3261,
GPU,,Nvidia,GTX 940M,294,9,15731,https://gpu.userbenchmark.com/SpeedTest/28796/NVIDIA-GeForce-940M,
GPU,,Nvidia,MX130,295,8.96,14117,https://gpu.userbenchmark.com/SpeedTest/439531/NVIDIA-GeForce-MX130,
GPU,,ATI,Radeon HD 4850-X2,296,8.83,96,https://gpu.userbenchmark.com/SpeedTest/11246/ATI-Radeon-HD-4850-X2,
GPU,,ATI,Radeon HD 4850,297,8.79,1032,https://gpu.userbenchmark.com/SpeedTest/7790/ATI-Radeon-HD-4800,
GPU,,Nvidia,GeForce 840M,298,8.69,20978,https://gpu.userbenchmark.com/SpeedTest/8643/NVIDIA-GeForce-840M,
GPU,,AMD,Mobility Radeon HD 5870,299,8.63,3040,https://gpu.userbenchmark.com/SpeedTest/8764/AMD-Mobility-Radeon-HD-5800,
GPU,,Nvidia,940MX,300,8.62,36213,https://gpu.userbenchmark.com/SpeedTest/88506/NVIDIA-GeForce-940MX,
GPU,,Nvidia,GTX 550-Ti,301,8.61,54392,https://gpu.userbenchmark.com/Nvidia-GTX-550-Ti/Rating/3161,
GPU,,Intel, Iris Plus 650 (Mobile Kaby Lake),302,8.55,1818,https://gpu.userbenchmark.com/SpeedTest/367939/IntelR-IrisR-Plus-Graphics-650,
GPU,,ATI,Radeon HD 4800,303,8.48,119,https://gpu.userbenchmark.com/SpeedTest/8124/ATI-Radeon-HD-4800,
GPU,,Nvidia,GeForce GTX 280,304,8.47,1404,https://gpu.userbenchmark.com/SpeedTest/8413/NVIDIA-GeForce-GTX-280,
GPU,,AMD,HD 5750,305,8.36,12403,https://gpu.userbenchmark.com/SpeedTest/7753/AMD-Radeon-HD-5700,
GPU,,Nvidia,Quadro 4000M,306,8.27,1114,https://gpu.userbenchmark.com/SpeedTest/11532/NVIDIA-Quadro-4000M,
GPU,,Nvidia,Quadro FX 5800,307,8.26,793,https://gpu.userbenchmark.com/SpeedTest/10447/NVIDIA-Quadro-FX-5800,
GPU,,Nvidia,GTX 650,308,8.18,69673,https://gpu.userbenchmark.com/Nvidia-GTX-650/Rating/3154,
GPU,,AMD,Radeon HD 6700,309,8.04,4583,https://gpu.userbenchmark.com/SpeedTest/9272/AMD-Radeon-HD-6700,
GPU,,AMD,R7 250,310,7.91,25802,https://gpu.userbenchmark.com/SpeedTest/8217/AMD-Radeon-R7-200,
GPU,,Nvidia,930MX,311,7.91,7330,https://gpu.userbenchmark.com/SpeedTest/155423/NVIDIA-GeForce-930MX,
GPU,,AMD,R7 250E,312,7.89,10952,https://gpu.userbenchmark.com/SpeedTest/8884/AMD-Radeon-R7-200,
GPU,,AMD,HD 7750,313,7.8,22655,https://gpu.userbenchmark.com/SpeedTest/7709/AMD-Radeon-HD-7700,
GPU,,ATI,Radeon HD 4770,314,7.69,1570,https://gpu.userbenchmark.com/SpeedTest/8796/ATI-Radeon-HD-4770,
GPU,,AMD,RX Vega 6 (Ryzen iGPU),315,7.68,2318,https://gpu.userbenchmark.com/SpeedTest/511817/AMD-RadeonTM-Vega-6-Graphics,
GPU,,Nvidia,GeForce GT 750M,316,7.68,13088,https://gpu.userbenchmark.com/SpeedTest/7928/NVIDIA-GeForce-GT-750M,
GPU,,Nvidia,Quadro K3000M,317,7.55,2310,https://gpu.userbenchmark.com/SpeedTest/8326/NVIDIA-Quadro-K3000M,
GPU,,Intel,UHD Graphics 770,318,7.52,14970,https://gpu.userbenchmark.com/SpeedTest/1701638/IntelR-UHD-Graphics-770,
GPU,,Intel,Iris 540 (Mobile Skylake),319,7.52,4591,https://gpu.userbenchmark.com/SpeedTest/37386/IntelR-IrisTM-Graphics-540,
GPU,,Nvidia,GeForce 9800 GTX,320,7.51,3983,https://gpu.userbenchmark.com/SpeedTest/8342/NVIDIA-GeForce-9800-GTX9800-GTX-,
GPU,,Intel,Iris Plus 640 (Mobile Kaby Lake),321,7.49,7552,https://gpu.userbenchmark.com/SpeedTest/262015/IntelR-IrisTM-Plus-Graphics-640,
GPU,,Nvidia,GeForce GT 740,322,7.43,30433,https://gpu.userbenchmark.com/SpeedTest/13294/NVIDIA-GeForce-GT-740,
GPU,,AMD,Radeon HD 7700M,323,7.4,733,https://gpu.userbenchmark.com/SpeedTest/11261/AMD-Radeon-HD-7700M,
GPU,,Nvidia,GeForce GTS 450,324,7.38,25436,https://gpu.userbenchmark.com/SpeedTest/7762/NVIDIA-GeForce-GTS-450,
GPU,,Nvidia,GeForce GTX 560M,325,7.32,6267,https://gpu.userbenchmark.com/SpeedTest/7964/NVIDIA-GeForce-GTX-560M,
GPU,,Nvidia,GTX 260,326,7.31,11945,https://gpu.userbenchmark.com/Nvidia-GTX-260/Rating/3160,
GPU,,Nvidia,Quadro K2000,327,7.28,13526,https://gpu.userbenchmark.com/SpeedTest/8356/NVIDIA-Quadro-K2000,
GPU,,Nvidia,Quadro 4000,328,7.28,8609,https://gpu.userbenchmark.com/SpeedTest/7693/NVIDIA-Quadro-4000,
GPU,,ATI,FirePro M7740,329,7.26,225,https://gpu.userbenchmark.com/SpeedTest/8759/ATI-FirePro-M7740,
GPU,,Nvidia,GTX 660M,330,7.26,7381,https://gpu.userbenchmark.com/SpeedTest/7749/NVIDIA-GeForce-GTX-660M,
GPU,,AMD,FirePro M4000,331,7.25,1496,https://gpu.userbenchmark.com/SpeedTest/8394/AMD-FirePro-M4000,
GPU,,AMD,FirePro V5900 (FireGL V),332,7.13,1410,https://gpu.userbenchmark.com/SpeedTest/10203/AMD-FirePro-V5900-FireGL-V,
GPU,,Nvidia,GeForce 8800 GTS-512,333,7.11,1256,https://gpu.userbenchmark.com/SpeedTest/8016/NVIDIA-GeForce-8800-GTS-512,
GPU,,AMD,Mobility Radeon HD 5850,334,7.08,1228,https://gpu.userbenchmark.com/SpeedTest/8789/AMD-Mobility-Radeon-HD-5800,
GPU,,Nvidia,GeForce GT 745M,335,7,1328,https://gpu.userbenchmark.com/SpeedTest/8211/NVIDIA-GeForce-GT-745M,
GPU,,Nvidia,GeForce GTS 250,336,6.99,14881,https://gpu.userbenchmark.com/SpeedTest/7741/NVIDIA-GeForce-GTS-250,
GPU,,Nvidia,Quadro FX 3800M,337,6.96,388,https://gpu.userbenchmark.com/SpeedTest/9394/NVIDIA-Quadro-FX-3800M,
GPU,,Nvidia,Quadro K2100M,338,6.85,6539,https://gpu.userbenchmark.com/SpeedTest/7811/NVIDIA-Quadro-K2100M,
GPU,,Intel,UHD Graphics 750,339,6.83,15464,https://gpu.userbenchmark.com/SpeedTest/1498842/IntelR-UHD-Graphics-750,
GPU,,AMD,FirePro V4900,340,6.68,2218,https://gpu.userbenchmark.com/AMD-FirePro-V4900/Rating/2843,
GPU,,AMD,Radeon  530,341,6.64,3164,https://gpu.userbenchmark.com/SpeedTest/375394/Radeon-TM-530,
GPU,,Nvidia,GeForce GTX 280M,342,6.57,161,https://gpu.userbenchmark.com/SpeedTest/13363/NVIDIA-GeForce-GTX-280M,
GPU,,Nvidia,GeForce GTS 240,343,6.56,1075,https://gpu.userbenchmark.com/SpeedTest/8940/NVIDIA-GeForce-GTS-240,
GPU,,Nvidia,GeForce 830M,344,6.5,1288,https://gpu.userbenchmark.com/SpeedTest/25102/NVIDIA-GeForce-830M,
GPU,,Nvidia,GeForce GT 650M,345,6.5,12732,https://gpu.userbenchmark.com/SpeedTest/7754/NVIDIA-GeForce-GT-650M,
GPU,,Intel,Iris Pro HD 5200 (V1 Mobile 1.15 GHz),346,6.46,1166,https://gpu.userbenchmark.com/SpeedTest/8009/IntelR-IrisTM-Pro-Graphics-5200,
GPU,,Nvidia,GeForce GT 640,347,6.45,34519,https://gpu.userbenchmark.com/SpeedTest/7731/NVIDIA-GeForce-GT-640,
GPU,,Nvidia,GeForce GTX 285M,348,6.43,134,https://gpu.userbenchmark.com/SpeedTest/10715/NVIDIA-GeForce-GTX-285M,
GPU,,AMD,HD 7730,349,6.43,3247,https://gpu.userbenchmark.com/SpeedTest/8038/AMD-Radeon-HD-7700,
GPU,,Nvidia,GeForce GTX 460M,350,6.41,3887,https://gpu.userbenchmark.com/SpeedTest/8234/NVIDIA-GeForce-GTX-460M,
GPU,,Nvidia,Quadro FX 3800,351,6.37,3739,https://gpu.userbenchmark.com/SpeedTest/7804/NVIDIA-Quadro-FX-3800,
GPU,,Nvidia,GeForce 8800 Ultra,352,6.36,122,https://gpu.userbenchmark.com/SpeedTest/14944/NVIDIA-GeForce-8800-Ultra,
GPU,,AMD,Radeon HD 8570,353,6.25,3522,https://gpu.userbenchmark.com/SpeedTest/9843/AMD-Radeon-HD-8570,
GPU,,Nvidia,MX110,354,6.16,6322,https://gpu.userbenchmark.com/SpeedTest/499472/NVIDIA-GeForce-MX110,
GPU,,Intel,Iris Plus G4,355,6.14,12263,https://gpu.userbenchmark.com/SpeedTest/921079/IntelR-IrisR-Plus-Graphics,
GPU,,AMD,Radeon  HD 6770M,356,6.12,678,https://gpu.userbenchmark.com/SpeedTest/7746/Radeon-TM-HD-6770M,
GPU,,Intel,Iris Pro HD 6100 (Mobile),357,6.03,5403,https://gpu.userbenchmark.com/SpeedTest/25925/IntelR-IrisTM-Pro-Graphics-6100,
GPU,,AMD,Radeon HD 6670,358,6.01,32193,https://gpu.userbenchmark.com/SpeedTest/7738/AMD-Radeon-HD-6670,
GPU,,Nvidia,GeForce 8800 GT,359,5.98,5568,https://gpu.userbenchmark.com/SpeedTest/7722/NVIDIA-GeForce-8800-GT,
GPU,,AMD,Radeon HD 6730M,360,5.92,118,https://gpu.userbenchmark.com/SpeedTest/9168/AMD-Radeon-HD-6730M,
GPU,,AMD,Radeon R7 Graphics,361,5.92,25284,https://gpu.userbenchmark.com/SpeedTest/8791/AMD-RadeonTM-R7-Graphics,
GPU,,Nvidia,GeForce GT 635,362,5.88,3722,https://gpu.userbenchmark.com/SpeedTest/8246/NVIDIA-GeForce-GT-635,
GPU,,Intel,HD 6000 (Mobile),363,5.88,5021,https://gpu.userbenchmark.com/SpeedTest/24946/IntelR-HD-Graphics-6000,
GPU,,Nvidia,Quadro 2000,364,5.88,15855,https://gpu.userbenchmark.com/SpeedTest/7708/NVIDIA-Quadro-2000,
GPU,,Intel,Iris Pro HD 5200 (V2 Mobile 1.2 GHz),365,5.87,5483,https://gpu.userbenchmark.com/SpeedTest/8190/IntelR-IrisTM-Pro-Graphics-5200,
GPU,,Nvidia,GeForce GT 740M,366,5.85,15605,https://gpu.userbenchmark.com/SpeedTest/7671/NVIDIA-GeForce-GT-740M,
GPU,,Intel,UHD Graphics 730,367,5.82,9603,https://gpu.userbenchmark.com/SpeedTest/1500304/IntelR-UHD-Graphics-730,
GPU,,ATI,Radeon HD 3870,368,5.79,554,https://gpu.userbenchmark.com/SpeedTest/7879/ATI-Radeon-HD-3870,
GPU,,AMD,Radeon HD 6700M,369,5.77,1888,https://gpu.userbenchmark.com/SpeedTest/7769/AMD-Radeon-HD-6700M,
GPU,,Nvidia,920MX,370,5.76,8308,https://gpu.userbenchmark.com/SpeedTest/167104/NVIDIA-GeForce-920MX,
GPU,,Nvidia,Quadro FX 3700M,371,5.68,383,https://gpu.userbenchmark.com/SpeedTest/10184/NVIDIA-Quadro-FX-3700M,
GPU,,Nvidia,GeForce 8800 GTX,372,5.65,1377,https://gpu.userbenchmark.com/SpeedTest/9271/NVIDIA-GeForce-8800-GTX,
GPU,,Nvidia,Quadro 3000M,373,5.63,2560,https://gpu.userbenchmark.com/SpeedTest/8172/NVIDIA-Quadro-3000M,
GPU,,Nvidia,GeForce GT 545,374,5.63,2995,https://gpu.userbenchmark.com/SpeedTest/9908/NVIDIA-GeForce-GT-545,
GPU,,AMD,Radeon HD 7670,375,5.6,3465,https://gpu.userbenchmark.com/SpeedTest/8206/AMD-Radeon-HD-7670,
GPU,,ATI,FirePro V4800 (FireGL V),376,5.59,1889,https://gpu.userbenchmark.com/SpeedTest/9332/ATI-FirePro-V4800-FireGL-V,
GPU,,Nvidia,Quadro K2000M,377,5.57,4288,https://gpu.userbenchmark.com/SpeedTest/8574/NVIDIA-Quadro-K2000M,
GPU,,AMD,Radeon HD 5670,378,5.53,18196,https://gpu.userbenchmark.com/SpeedTest/8110/AMD-Radeon-HD-5670,
GPU,,ATI,Mobility Radeon HD 3870-X2 (Crossfire Disabled),379,5.49,142,https://gpu.userbenchmark.com/SpeedTest/10185/ATI-Mobility-Radeon-HD-3870-X2,
GPU,,AMD,R7 240,380,5.44,58337,https://gpu.userbenchmark.com/SpeedTest/8608/AMD-Radeon-R7-200,
GPU,,Nvidia,GeForce 9800 GT,381,5.44,19550,https://gpu.userbenchmark.com/SpeedTest/7716/NVIDIA-GeForce-9800-GT,
GPU,,AMD,Radeon HD 8650G,382,5.41,4043,https://gpu.userbenchmark.com/SpeedTest/7910/AMD-Radeon-HD-8650G,
GPU,,Nvidia,Quadro K1100M,383,5.37,5195,https://gpu.userbenchmark.com/SpeedTest/10244/NVIDIA-Quadro-K1100M,
GPU,,AMD,Radeon HD 7570,384,5.28,12360,https://gpu.userbenchmark.com/SpeedTest/9639/AMD-Radeon-HD-7570,
GPU,,Intel,UHD G1,385,5.24,68603,https://gpu.userbenchmark.com/SpeedTest/895409/IntelR-UHD-Graphics,
GPU,,Intel,UHD Graphics 630 (Desktop Coffee Lake i5 i7),386,5.19,147588,https://gpu.userbenchmark.com/SpeedTest/356797/IntelR-UHD-Graphics-630,
GPU,,AMD,Radeon HD 8670D,387,5.15,5822,https://gpu.userbenchmark.com/SpeedTest/8025/AMD-Radeon-HD-8670D,
GPU,,Nvidia,Quadro FX 2800M,388,5.14,1135,https://gpu.userbenchmark.com/SpeedTest/8137/NVIDIA-Quadro-FX-2800M,
GPU,,Nvidia,GeForce GT 640M,389,5.13,3728,https://gpu.userbenchmark.com/SpeedTest/8030/NVIDIA-GeForce-GT-640M,
GPU,,ATI,Radeon HD 3800,390,5.09,3400,https://gpu.userbenchmark.com/SpeedTest/8529/ATI-Radeon-HD-3800,
GPU,,Intel,HD 630 (Desktop Kaby Lake),391,5.08,153031,https://gpu.userbenchmark.com/SpeedTest/178724/IntelR-HD-Graphics-630,
GPU,,Nvidia,GeForce 8800 GS,392,5.04,352,https://gpu.userbenchmark.com/SpeedTest/7976/NVIDIA-GeForce-8800-GS,
GPU,,Nvidia,Quadro 2000M,393,5.03,3227,https://gpu.userbenchmark.com/SpeedTest/7776/NVIDIA-Quadro-2000M,
GPU,,Nvidia,Quadro FX 3700,394,5.02,1068,https://gpu.userbenchmark.com/SpeedTest/10901/NVIDIA-Quadro-FX-3700,
GPU,,AMD,Radeon HD 7660D,395,5,7665,https://gpu.userbenchmark.com/SpeedTest/7929/AMD-Radeon-HD-7660D,
GPU,,AMD,Radeon HD 6750M,396,4.98,168,https://gpu.userbenchmark.com/SpeedTest/7834/AMD-Radeon-HD-6750M,
GPU,,AMD,Radeon 520,397,4.96,174,https://gpu.userbenchmark.com/SpeedTest/329613/RadeonTM-520,
GPU,,AMD,RX Vega 3 (Ryzen iGPU),398,4.95,18674,https://gpu.userbenchmark.com/SpeedTest/511366/AMD-RadeonTM-Vega-3-Mobile-Graphics,
GPU,,Intel,HD P530 (Server Skylake),399,4.88,5499,https://gpu.userbenchmark.com/SpeedTest/41039/IntelR-HD-Graphics-P530,
GPU,,Intel,UHD Graphics 630 (Desktop Coffee Lake i3),400,4.88,32403,https://gpu.userbenchmark.com/SpeedTest/359294/IntelR-UHD-Graphics-630,
GPU,,Nvidia,GeForce GT 730,401,4.87,164888,https://gpu.userbenchmark.com/SpeedTest/12582/NVIDIA-GeForce-GT-730,
GPU,,Nvidia,GeForce GT 445M,402,4.83,373,https://gpu.userbenchmark.com/SpeedTest/17578/NVIDIA-GeForce-GT-445M,
GPU,,Nvidia,GeForce GTX 260M,403,4.8,1120,https://gpu.userbenchmark.com/SpeedTest/7979/NVIDIA-GeForce-GTX-260M,
GPU,,Intel,UHD Graphics 620 (Mobile Kaby Lake R),404,4.8,420154,https://gpu.userbenchmark.com/SpeedTest/320744/IntelR-UHD-Graphics-620,
GPU,,AMD,Radeon HD 6570,405,4.76,19220,https://gpu.userbenchmark.com/SpeedTest/8207/AMD-Radeon-HD-6570,
GPU,,AMD,Radeon HD 6630M,406,4.73,2501,https://gpu.userbenchmark.com/SpeedTest/9654/AMD-RadeonTM-HD-6630M,
GPU,,Intel,HD 530 (Desktop Skylake),407,4.64,188220,https://gpu.userbenchmark.com/SpeedTest/33102/IntelR-HD-Graphics-530,
GPU,,Intel,HD 530 (Mobile Skylake),408,4.57,213495,https://gpu.userbenchmark.com/SpeedTest/34955/IntelR-HD-Graphics-530,
GPU,,Intel,HD 620 (Mobile Kaby Lake),409,4.54,387149,https://gpu.userbenchmark.com/SpeedTest/153579/IntelR-HD-Graphics-620,
GPU,,AMD,Radeon HD 7670M,410,4.44,910,https://gpu.userbenchmark.com/SpeedTest/7810/AMD-Radeon-HD-7670M,
GPU,,Nvidia,GeForce GTS 360M,411,4.41,1262,https://gpu.userbenchmark.com/SpeedTest/9128/NVIDIA-GeForce-GTS-360M,
GPU,,AMD,Radeon HD 5570,412,4.36,12172,https://gpu.userbenchmark.com/SpeedTest/7686/AMD-Radeon-HD-5570,
GPU,,AMD,Mobility Radeon HD 5730,413,4.36,2535,https://gpu.userbenchmark.com/SpeedTest/9994/ATI-Mobility-Radeon-HD-5730,
GPU,,Nvidia,GeForce GT 555M,414,4.34,4170,https://gpu.userbenchmark.com/SpeedTest/8224/NVIDIA-GeForce-GT-555M,
GPU,,AMD,Radeon HD 7660G,415,4.31,4227,https://gpu.userbenchmark.com/SpeedTest/8022/AMD-Radeon-HD-7660G,
GPU,,AMD,Radeon HD 7600M,416,4.3,7895,https://gpu.userbenchmark.com/SpeedTest/9552/AMD-Radeon-HD-7600M,
GPU,,ATI,Mobility Radeon HD 4670,417,4.27,2160,https://gpu.userbenchmark.com/SpeedTest/7888/ATI-Mobility-Radeon-HD-4670,
GPU,,Intel,HD 520 (Mobile Skylake),418,4.2,362113,https://gpu.userbenchmark.com/SpeedTest/36797/IntelR-HD-Graphics-520,
GPU,,Nvidia,GeForce 9600 GT,419,4.13,20826,https://gpu.userbenchmark.com/SpeedTest/7677/NVIDIA-GeForce-9600-GT,
GPU,,Nvidia,Quadro FX 4600,420,4.08,1222,https://gpu.userbenchmark.com/SpeedTest/8232/NVIDIA-Quadro-FX-4600,
GPU,,Nvidia,GeForce 9800M GTS,421,4.08,353,https://gpu.userbenchmark.com/SpeedTest/12939/NVIDIA-GeForce-9800M-GTS,
GPU,,Nvidia,GeForce 8800 GTS,422,4.06,3160,https://gpu.userbenchmark.com/SpeedTest/7808/NVIDIA-GeForce-8800-GTS,
GPU,,Nvidia,GeForce GT 240,423,4.05,11020,https://gpu.userbenchmark.com/SpeedTest/7947/NVIDIA-GeForce-GT-240,
GPU,,Intel,Iris Pro HD 5100 (Mobile 1.1 GHz),424,4.04,4565,https://gpu.userbenchmark.com/SpeedTest/8813/IntelR-IrisTM-Graphics-5100,
GPU,,Nvidia,GeForce GT 720,425,4.01,15510,https://gpu.userbenchmark.com/SpeedTest/12696/NVIDIA-GeForce-GT-720,
GPU,,AMD,Radeon HD 7650M,426,3.96,531,https://gpu.userbenchmark.com/SpeedTest/10887/AMD-Radeon-HD-7650M,
GPU,,AMD,Radeon HD 8570D,427,3.93,8328,https://gpu.userbenchmark.com/SpeedTest/9112/AMD-Radeon-HD-8570D,
GPU,,Nvidia,GeForce GT 230,428,3.89,1567,https://gpu.userbenchmark.com/SpeedTest/8245/NVIDIA-GeForce-GT-230,
GPU,,AMD,Radeon HD 7560D,429,3.87,10029,https://gpu.userbenchmark.com/SpeedTest/8826/AMD-Radeon-HD-7560D,
GPU,,Nvidia,GeForce GT 440,430,3.8,14286,https://gpu.userbenchmark.com/SpeedTest/7783/NVIDIA-GeForce-GT-440,
