Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8071513900KS,Intel,Core i9-13900KS,1,131,236,https://cpu.userbenchmark.com/SpeedTest/2000819/13th-Gen-IntelR-CoreTM-i9-13900KS
CPU,BX8071513900KF,Intel,Core i9-13900KF,2,129,3180,https://cpu.userbenchmark.com/SpeedTest/1946957/13th-Gen-IntelR-CoreTM-i9-13900KF
CPU,BX8071513900K,Intel,Core i9-13900K,3,129,10528,https://cpu.userbenchmark.com/Intel-Core-i9-13900K/Rating/4129
CPU,BX8071513700K,Intel,Core i7-13700K,4,126,10285,https://cpu.userbenchmark.com/Intel-Core-i7-13700K/Rating/4137
CPU,BX8071513700KF,Intel,Core i7-13700KF,5,126,5117,https://cpu.userbenchmark.com/SpeedTest/1925886/13th-Gen-IntelR-CoreTM-i7-13700KF
CPU,BX8071513900F,Intel,Core i9-13900F,6,124,26,https://cpu.userbenchmark.com/SpeedTest/1994287/13th-Gen-IntelR-CoreTM-i9-13900F
CPU,BX8071513600KF,Intel,Core i5-13600KF,7,122,6017,https://cpu.userbenchmark.com/SpeedTest/1950757/13th-Gen-IntelR-CoreTM-i5-13600KF
CPU,BX8071513600K,Intel,Core i5-13600K,8,122,9918,https://cpu.userbenchmark.com/Intel-Core-i5-13600K/Rating/4134
CPU,BX8071513700,Intel,Core i7-13700,9,121,61,https://cpu.userbenchmark.com/SpeedTest/1963418/13th-Gen-IntelR-CoreTM-i7-13700
CPU,BX8071513700F,Intel,Core i7-13700F,10,121,105,https://cpu.userbenchmark.com/SpeedTest/1997481/13th-Gen-IntelR-CoreTM-i7-13700F
CPU,BX8071512900KS,Intel,Core i9-12900KS,11,119,3230,https://cpu.userbenchmark.com/SpeedTest/1821519/12th-Gen-IntelR-CoreTM-i9-12900KS
CPU,BX8071512900KF,Intel,Core i9-12900KF,12,118,8569,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF
CPU,BX8071512900K,Intel,Core i9-12900K,13,117,48653,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118
CPU,BX8071513600,Intel,Core i5-13600,14,116,12,https://cpu.userbenchmark.com/SpeedTest/2013466/13th-Gen-IntelR-CoreTM-i5-13600
CPU,100-100000514WOF,AMD,Ryzen 9 7950X,15,114,631,https://cpu.userbenchmark.com/AMD-Ryzen-9-7950X/Rating/4133
CPU,BX8071512700K,Intel,Core i7-12700K,16,114,60685,https://cpu.userbenchmark.com/Intel-Core-i7-12700K/Rating/4119
CPU,100-100000589WOF,AMD,Ryzen 9 7900X,17,113,554,https://cpu.userbenchmark.com/AMD-Ryzen-9-7900X/Rating/4132
CPU,BX8071512700KF,Intel,Core i7-12700KF,18,113,29297,https://cpu.userbenchmark.com/SpeedTest/1699429/12th-Gen-IntelR-CoreTM-i7-12700KF
CPU,BX8071512900F,Intel,Core i9-12900F,19,113,987,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F
CPU,BX8071513500,Intel,Core i5-13500,20,113,98,https://cpu.userbenchmark.com/Intel-Core-i5-13500/Rating/4147
CPU,100-100000591WOF,AMD,Ryzen 7 7700X,21,112,792,https://cpu.userbenchmark.com/AMD-Ryzen-7-7700X/Rating/4131
CPU,BX8071512900,Intel,Core i9-12900,22,111,1350,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900
CPU,100-100000593WOF,AMD,Ryzen 5 7600X,23,110,1076,https://cpu.userbenchmark.com/AMD-Ryzen-5-7600X/Rating/4130
CPU,BX8071512600K,Intel,Core i5-12600K,24,109,51264,https://cpu.userbenchmark.com/Intel-Core-i5-12600K/Rating/4120
CPU,100-100000592BOX,AMD,Ryzen 7 7700,25,109,54,https://cpu.userbenchmark.com/SpeedTest/2016389/AMD-Ryzen-7-7700-8-Core-Processor
CPU,100-100000590BOX,AMD,Ryzen 9 7900,26,109,76,https://cpu.userbenchmark.com/SpeedTest/2015863/AMD-Ryzen-9-7900-12-Core-Processor
CPU,BX8071512700F,Intel,Core i7-12700F,27,109,13476,https://cpu.userbenchmark.com/Intel-Core-i7-12700F/Rating/4124
CPU,BX8071512600KF,Intel,Core i5-12600KF,28,109,17383,https://cpu.userbenchmark.com/SpeedTest/1700734/12th-Gen-IntelR-CoreTM-i5-12600KF
CPU,BX8071512700,Intel,Core i7-12700,29,108,12209,https://cpu.userbenchmark.com/SpeedTest/1750830/12th-Gen-IntelR-CoreTM-i7-12700
CPU,,Intel,Core i7-12650HX,30,107,1,https://cpu.userbenchmark.com/SpeedTest/1798547/12th-Gen-IntelR-CoreTM-i7-12650HX
CPU,100-000001015BOX,AMD,Ryzen 5 7600,31,107,136,https://cpu.userbenchmark.com/SpeedTest/2016198/AMD-Ryzen-5-7600-6-Core-Processor
CPU,BX8071513400F,Intel,Core i5-13400F,32,106,140,https://cpu.userbenchmark.com/Intel-Core-i5-13400F/Rating/4144
CPU,,Intel,Core i9-12950HX,33,106,363,https://cpu.userbenchmark.com/SpeedTest/1842274/12th-Gen-IntelR-CoreTM-i9-12950HX
CPU,BX8071513400,Intel,Core i5-13400,34,105,29,https://cpu.userbenchmark.com/SpeedTest/1990711/13th-Gen-IntelR-CoreTM-i5-13400
CPU,,Intel,Core i9-12900HX,35,105,391,https://cpu.userbenchmark.com/SpeedTest/1832602/12th-Gen-IntelR-CoreTM-i9-12900HX
CPU,100-100000651WOF,AMD,Ryzen 7 5800X3D,36,104,4722,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor
CPU,BX8070811900K,Intel,Core i9-11900K,37,103,35456,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110
CPU,BX8070811900KF,Intel,Core i9-11900KF,38,103,7179,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz
CPU,BX8071512600,Intel,Core i5-12600,39,102,2397,https://cpu.userbenchmark.com/SpeedTest/1751978/12th-Gen-IntelR-CoreTM-i5-12600
CPU,BX8070811700K,Intel,Core i7-11700K,40,101,61928,https://cpu.userbenchmark.com/Intel-Core-i7-11700K/Rating/4107
CPU,BX8070811700KF,Intel,Core i7-11700KF,41,101,14927,https://cpu.userbenchmark.com/SpeedTest/1514594/11th-Gen-IntelR-CoreTM-i7-11700KF---360GHz
CPU,BX8070811900,Intel,Core i9-11900,42,100,3222,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz
CPU,,Intel,Core i9-12900HK,43,99.9,858,https://cpu.userbenchmark.com/SpeedTest/1763927/12th-Gen-IntelR-CoreTM-i9-12900HK
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,44,99.9,31947,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,BX8070110900K,Intel,Core i9-10900K,45,99.6,107269,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX8070110900KF,Intel,Core i9-10900KF,46,99.5,21040,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,BX8070811600KF,Intel,Core i5-11600KF,47,99.4,7012,https://cpu.userbenchmark.com/SpeedTest/1512279/11th-Gen-IntelR-CoreTM-i5-11600KF---390GHz
CPU,BX8070811600K,Intel,Core i5-11600K,48,99.2,30311,https://cpu.userbenchmark.com/Intel-Core-i5-11600K/Rating/4113
CPU,,Intel,Core i9-12900H,49,99.1,7812,https://cpu.userbenchmark.com/SpeedTest/1757877/12th-Gen-IntelR-CoreTM-i9-12900H
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,50,99,79047,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,BX8071512500,Intel,Core i5-12500,51,98.9,2718,https://cpu.userbenchmark.com/Intel-Core-i5-12500/Rating/4123
CPU,BX8070110850K,Intel,Core i9-10850K,52,98.9,84873,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,BX80684I99900KS,Intel,Core i9-9900KS,53,98.8,12840,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,BX8071512400,Intel,Core i5-12400,54,98.3,8984,https://cpu.userbenchmark.com/Intel-Core-i5-12400/Rating/4122
CPU,,Intel,Core i7-12800H,55,98.3,704,https://cpu.userbenchmark.com/SpeedTest/1760724/12th-Gen-IntelR-CoreTM-i7-12800H
CPU,BX8071512400F,Intel,Core i5-12400F,56,98.3,25237,https://cpu.userbenchmark.com/Intel-Core-i5-12400F/Rating/4121
CPU,BX8070811700,Intel,Core i7-11700,57,98.2,10278,https://cpu.userbenchmark.com/SpeedTest/1450761/11th-Gen-IntelR-CoreTM-i7-11700---250GHz
CPU,BX80684I99900K,Intel,Core i9-9900K,58,97.9,354223,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,59,97.9,148645,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,BX80684I99900KF,Intel,Core i9-9900KF,60,97.8,50265,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX8070811900F,Intel,Core i9-11900F,61,97.7,3720,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz
CPU,,Intel,Core i7-12700H,62,97.3,19269,https://cpu.userbenchmark.com/SpeedTest/1750314/12th-Gen-IntelR-CoreTM-i7-12700H
CPU,BX80684I79700KF,Intel,Core i7-9700KF,63,97.1,32736,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,BX8070811600,Intel,Core i5-11600,64,97.1,2653,https://cpu.userbenchmark.com/SpeedTest/1543284/11th-Gen-IntelR-CoreTM-i5-11600---280GHz
CPU,,AMD,Ryzen 9 5900,65,97,524,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD-Ryzen-9-5900-12-Core-Processor
CPU,BX80684I79700K,Intel,Core i7-9700K,66,96.9,550833,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,BX8070110700K,Intel,Core i7-10700K,67,96.5,198859,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,BX8070110700KF,Intel,Core i7-10700KF,68,96.3,37394,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,BX8071513100,Intel,Core i3-13100,69,96.3,11,https://cpu.userbenchmark.com/SpeedTest/2011672/13th-Gen-IntelR-CoreTM-i3-13100
CPU,,AMD,Ryzen 7 5800,70,96,1527,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor
CPU,100-100000926WOF,AMD,Ryzen 7 5700X,71,96,7333,https://cpu.userbenchmark.com/SpeedTest/1823386/AMD-Ryzen-7-5700X-8-Core-Processor
CPU,BX8070811500,Intel,Core i5-11500,72,95.9,2674,https://cpu.userbenchmark.com/SpeedTest/1496869/11th-Gen-IntelR-CoreTM-i5-11500---270GHz
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,73,95.9,206018,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,,Intel,Core i7-12650H,74,95.9,2735,https://cpu.userbenchmark.com/SpeedTest/1807229/12th-Gen-IntelR-CoreTM-i7-12650H
CPU,BX8071513100F,Intel,Core i3-13100F,75,95.6,25,https://cpu.userbenchmark.com/Intel-Core-i3-13100F/Rating/4143
CPU,BX8070110900F,Intel,Core i9-10900F,76,95.4,8499,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,BX8071512300,Intel,Core i3-12300,77,95.2,28,https://cpu.userbenchmark.com/SpeedTest/1796462/12th-Gen-IntelR-CoreTM-i3-12300
CPU,,Intel,Core i5-12600H,78,95,27,https://cpu.userbenchmark.com/SpeedTest/1847567/12th-Gen-IntelR-CoreTM-i5-12600H
CPU,BX8071512100,Intel,Core i3-12100,79,94.2,790,https://cpu.userbenchmark.com/Intel-Core-i3-12100/Rating/4126
CPU,BX8071512100F,Intel,Core i3-12100F,80,94.1,4063,https://cpu.userbenchmark.com/Intel-Core-i3-12100F/Rating/4125
CPU,BX8070811400F,Intel,Core i5-11400F,81,94.1,29020,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111
CPU,,Intel,Core i9-10900,82,94,11130,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,,Intel,Core i5-12500H,83,94,2649,https://cpu.userbenchmark.com/SpeedTest/1793224/12th-Gen-IntelR-CoreTM-i5-12500H
CPU,BX8070811400,Intel,Core i5-11400,84,93.9,18357,https://cpu.userbenchmark.com/Intel-Core-i5-11400/Rating/4112
CPU,BX80684I59600K,Intel,Core i5-9600K,85,93.2,321194,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX8070110700F,Intel,Core i7-10700F,86,93.2,44448,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,87,93.2,65122,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,,Intel,Core i9-11980HK,88,93,924,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz
CPU,100-100000927BOX,AMD,Ryzen 5 5600,89,93,8421,https://cpu.userbenchmark.com/SpeedTest/1822932/AMD-Ryzen-5-5600-6-Core-Processor
CPU,BX8070811700F,Intel,Core i7-11700F,90,92.8,24456,https://cpu.userbenchmark.com/SpeedTest/1522100/11th-Gen-IntelR-CoreTM-i7-11700F---250GHz
CPU,BX8070110700,Intel,Core i7-10700,91,92.6,71010,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX80684I59600,Intel,Core i5-9600,92,92.3,931,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,BX8070110600K,Intel,Core i5-10600K,93,92.2,70951,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,,Intel,Core i9-11950H,94,92.2,792,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz
CPU,BX80684I79700,Intel,Core i7-9700,95,92,79875,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX80684I79700F,Intel,Core i7-9700F,96,92,54980,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX8070110600KF,Intel,Core i5-10600KF,97,91.9,24257,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,BX80684I99900,Intel,Core i9-9900,98,91.4,11853,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,,AMD,Ryzen 7 4700G,99,90.9,1547,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,100,90.9,15019,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,BX80684I78086K,Intel,Core i7-8086K,101,90.8,38086,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX80684I58600K,Intel,Core i5-8600K,102,90.7,264837,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX8070110600,Intel,Core i5-10600,103,90.2,7605,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,,Intel,Core i9-11900H,104,89.7,2695,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz
CPU,,Intel,Core i3-10320,105,89.6,620,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,106,89.3,50170,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,BX80684I39350KF,Intel,Core i3-9350KF,107,89.3,1442,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,,Intel,Core i7-11850H,108,89.2,2106,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,109,88.7,16922,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,BX80684I78700K,Intel,Core i7-8700K,110,88.4,746287,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,BX80684I58600,Intel,Core i5-8600,111,88.2,18241,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,112,88.1,13898,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,,Intel,Core i7-11800H,113,87.9,44858,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,114,87.9,197342,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,100-100000252BOX,AMD,Ryzen 5 5600G,115,87.8,28463,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,BX8070110300,Intel,Core i3-10300,116,87.4,391,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,117,87.2,6609,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,BX8069510920X,Intel,Core i9-10920X,118,87.2,3007,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,119,87,141122,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,BX80677I77740X,Intel,Core i7-7740X,120,87,5094,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX80684I78700,Intel,Core i7-8700,121,87,349567,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,,Intel,Core i7-1280P,122,87,434,https://cpu.userbenchmark.com/SpeedTest/1817404/12th-Gen-IntelR-CoreTM-i7-1280P
CPU,BX80684I59500,Intel,Core i5-9500,123,87,9059,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,BX80671I76950X,Intel,Core i7-6950X,124,86.8,6135,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,BX80684I59400,Intel,Core i5-9400,125,86.5,22187,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,BX80673I99920X,Intel,Core i9-9920X,126,86.4,1009,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,127,86.1,5130,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,100-100000457BOX,AMD,Ryzen 5 5500,128,86,5759,https://cpu.userbenchmark.com/SpeedTest/1820844/AMD-Ryzen-5-5500
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,129,85.9,635419,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX80671I76900K,Intel,Core i7-6900K,130,85.9,6755,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,100-000000163,AMD,Ryzen TR 3990X,131,85.8,1222,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,BX8069510940X,Intel,Core i9-10940X,132,85.7,1827,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,,Intel,Core i9-10900T,133,85.5,163,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,BX80673I99940X,Intel,Core i9-9940X,134,85.4,1846,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,,Intel,Core i5-10600T,135,85.3,113,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,BX8070110400F,Intel,Core i5-10400F,136,85.2,153026,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,,Intel,Core i7-10700T,137,85.2,1608,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,BX8069510900X,Intel,Core i9-10900X,138,85.1,6322,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,,Intel,Core i7-1260P,139,85,1432,https://cpu.userbenchmark.com/SpeedTest/1787416/12th-Gen-IntelR-CoreTM-i7-1260P
CPU,BX80658i75775C,Intel,Core i7-5775C,140,84.9,2527,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,BX80673I99960X,Intel,Core i9-9960X,141,84.9,850,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,142,84.8,30318,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,BX80684I59400F,Intel,Core i5-9400F,143,84.8,299482,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,BX8070110400,Intel,Core i5-10400,144,84.5,71804,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,,Intel,Core i9-10980HK,145,84.4,7777,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,BX8070110500,Intel,Core i5-10500,146,84.2,10180,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,BX8069510980XE,Intel,Core i9-10980XE,147,84.2,4959,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,BX80677I57640X,Intel,Core i5-7640X,148,84.1,2123,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,149,84.1,294959,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,BX80677I77700K,Intel,Core i7-7700K,150,84,634862,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,BX80673I99900X,Intel,Core i9-9900X,151,83.7,3521,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,BX80671I76850K,Intel,Core i7-6850K,152,83.6,29279,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,BX80673I97940X,Intel,Core i9-7940X,153,83.3,4560,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,BX80673I97960X,Intel,Core i9-7960X,154,83.2,2322,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,100-100000031BOX,AMD,Ryzen 5 3600,155,83.1,1072639,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,,Intel,Core i5-1240P,156,83,875,https://cpu.userbenchmark.com/SpeedTest/1811937/12th-Gen-IntelR-CoreTM-i5-1240P
CPU,BX80673I99980X,Intel,Core i9-9980XE,157,83,2201,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,BX80673I79800X,Intel,Core i7-9800X,158,82.9,4003,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,CM8068403358708,Intel,Core i5-8600T,159,82.2,375,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz
CPU,BX80684I58500,Intel,Core i5-8500,160,82.1,43089,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,,Intel,Xeon E3-1270 v6,161,81.9,593,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR-XeonR-CPU-E3-1270-v6---380GHz
CPU,BX80673I97900X,Intel,Core i9-7900X,162,81.9,19432,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,BX80673I99820X,Intel,Core i9-9820X,163,81.9,2515,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,,Intel,Core i9-9980HK,164,81.8,8965,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,BX80684I58400,Intel,Core i5-8400,165,81.8,312220,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,BX8070110105F,Intel,Core i3-10105F,166,81.7,11673,https://cpu.userbenchmark.com/SpeedTest/1482345/IntelR-CoreTM-i3-10105F-CPU---370GHz
CPU,100-1000000158,AMD,Ryzen 5 3500X,167,81.7,33544,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,BX80684I38350K,Intel,Core i3-8350K,168,81.7,23493,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,,Intel,Xeon E3-1245 v6,169,81.6,562,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz
CPU,BX80673I97920X,Intel,Core i9-7920X,170,81.6,5430,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,BX80658i55675C,Intel,Core i5-5675C,171,81.5,945,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,,Intel,Core i9-10885H,172,81.2,6135,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,YD295XA8UGAAF,AMD,Ryzen TR 2950X,173,81.1,10169,https://cpu.userbenchmark.com/SpeedTest/569025/AMD-Ryzen-Threadripper-2950X-16-Core-Processor
CPU,100-1000000050,AMD,Ryzen 5 3500,174,80.9,16466,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,BX80662I76700K,Intel,Core i7-6700K,175,80.8,588978,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
